Full_Name,Email,Age,Region,Salary,City
jane GArCIa,jane.garcia_1723@example.com,38,East,59820,Sydney
BOb GArCiA,bob.garcia_5150@example.com,30,,57644,Berlin
mIke DAVis,mike.davis_7268@example.com,51,,53705,New York
MIkE miLLEr,mike.miller_7330@example.com,38,South,111707,Bangalore
ChrIS brOwN,chris.brown_8960@example.com,42,East,119364,New York
MikE gaRciA,mike.garcia_9663@example.com,23,West,112135,Bangalore
ANNA gArCIa,anna.garcia_6828@example.com,31,West,113823,Berlin
mikE joHNSoN,mike.johnson_5424@example.com,51,,42633,Tokyo
EmILy gARcia,emily.garcia_5665@example.com,39,East,54217 USD,Berlin
jOhn mILlER,john.miller_3092@example.com,23,,35595,Toronto
EMILy miLlER,emily.miller_9697@example.com,36,,106784,Berlin
mike GarCiA,mike.garcia_7013@example.com,29,,116228,Toronto
John BROWn,john.brown_5677@example.com,50,West,46949,London
Mike DaVis,mike.davis_7656@example.com,41,South,"$113,362",London
jaNe WIllIAMs,jane.williams_6623@example.com,41,East,113974,Bangalore
jOHN MillEr,john.miller_4505@example.com,22 years,North,31031,Bangalore
jANe wILLiAmS,jane.williams_6754@example.com,52,,76130,Berlin
AlICE dAVis,alice.davis_6231@example.com,39,West,98302,Mumbai
BOB wilLIams,bob.williams_7386@example.com,28,West,50498,London
bOb WIlLiams,bob.williams_2040@example.com,32,,77167,New York
ChRis JoHnSOn,chris.johnson_7435@example.com,26,,45815,Mumbai
MIKe gArCIA,mike.garcia_6691@example.com,19,North,55921,Mumbai
eMILy jONEs,emily.jones_1228@example.com,23,South,40857,Sydney
EMiLY DAVis,emily.davis_5406@example.com,22,,82446,Sydney
AlICE BROWN,alice.brown_3225@example.com,29,,35089,Berlin
Jane smITH,jane.smith_9055@example.com,22,,44449,Berlin
bOb BrOWn,bob.brown_3108@example.com,27,West,114586,London
JaNe DaVIS,jane.davis_6473@example.com,57 years,,96420,Mumbai
bOB WILliams,bob.williams_5345@example.com,24,West,33202,Berlin
MIke BroWn,mike.brown_6662@example.com,36,South,49601,New York
chris WILLIams,chris.williams_1856@example.com,18,South,35233,Sydney
jOHn GarciA,john.garcia_8921@example.com,18,West,97626,Sydney
MikE mILLER,mike.miller_5826@example.com,45,South,102216,Tokyo
EMIlY wIllIams,emily.williams_1365@example.com,28,West,76888,Tokyo
aNNA JOHNSon,anna.johnson_5859@example.com,59,,75118,London
AlICe dAvIS,alice.davis_3576@example.com,60,West,100376,London
boB WILliAMS,bob.williams_8121@example.com,40,South,105470,Sydney
ALIcE DAVIS,alice.davis_5165@example.com,41,East,38414,New York
ANNa GArciA,anna.garcia_7922@example.com,21,West,103857,Sydney
annA smiTh,anna.smith_5046@example.com,31,,113015,Sydney
mIKe sMItH,mike.smith_3995@example.com,33,,50450,Berlin
ANnA WiLliAms,anna.williams_1146@example.com,48,North,88461,Sydney
EmilY GarCia,emily.garcia_7613@example.com,41,West,86374,Bangalore
AnnA wilLIAms,anna.williams_8551@example.com,44,,115987,Sydney
joHN GArCiA,john.garcia_4529@example.com,37,East,37031,London
ALiCE BRowN,alice.brown_9895@example.com,32,East,97555,New York
jane brown,jane.brown_4302@example.com,51,,73513,Sydney
john mILLer,john.miller_8938@example.com,50,North,78635,Tokyo
aNna MilleR,anna.miller_5163@example.com,45,South,84693,New York
ANNA johNSoN,anna.johnson_7751@example.com,54 years,West,91550,New York
cHriS gARcIA,chris.garcia_6749@example.com,31,South,"$81,569",Mumbai
CHrIs WIllIAmS,chris.williams_3026@example.com,27,North,79431,Bangalore
mIKE JOnes,mike.jones_6295@example.com,36,East,109151,Mumbai
jANE JOhnsoN,jane.johnson_4217@example.com,18,West,92650,Mumbai
emIlY daViS,emily.davis_1015@example.com,39,East,62713,Tokyo
MIke JONeS,mike.jones_6650@example.com,56,West,44845,London
AnNA jOneS,anna.jones_4225@example.com,48,South,49846,Mumbai
AnNA SmItH,anna.smith_4513@example.com,41,East,48067,New York
jANE JOhnsOn,jane.johnson_4075@example.com,21,North,105633,Toronto
CHRIs smiTh,chris.smith_6576@example.com,44,East,110290,Mumbai
BOB miLleR,bob.miller_8333@example.com,60,West,59624,Bangalore
aNNA WIlliams,anna.williams_8816@example.com,28,South,49052 USD,Tokyo
alIcE GARcia,alice.garcia_3251@example.com,54,North,111698,Bangalore
chRIs GarcIA,chris.garcia_3008@example.com,49,,115353,New York
JOHn SmitH,john.smith_8688@example.com,48,North,100197,Tokyo
emily BROwn,emily.brown_1983@example.com,55 years,,76002,London
jAne JonES,jane.jones_9315@example.com,29,East,97616,Bangalore
ALiCe mILleR,alice.miller_8133@example.com,56,,101782,Berlin
jANE gArcIa,jane.garcia_2013@example.com,53,East,30558,London
anNA JoNeS,anna.jones_3484@example.com,25,South,33062,Bangalore
cHRIs mILlER,chris.miller_3178@example.com,55,North,38565,Tokyo
JOhN GARCia,john.garcia_6701@example.com,60,South,51673,Tokyo
MiKE WIlLiams,mike.williams_5459@example.com,19,,72729,Berlin
ALiCE sMITH,alice.smith_8279@example.com,20,West,79576,Sydney
EMiLY daviS,emily.davis_7804@example.com,48,,86894,New York
JAnE wILliams,jane.williams_8156@example.com,30 years,North,34933 USD,Bangalore
Jane broWN,jane.brown_7316@example.com,42,West,64225,New York
jOHn garCIa,john.garcia_2507@example.com,18,,38015,Sydney
ANna GarcIa,anna.garcia_2450@example.com,42,South,96933,Berlin
JOHn jOHnSoN,john.johnson_5135@example.com,58,South,98651,London
mIke smith,mike.smith_3175@example.com,29,South,102958,Bangalore
jOhN SmITh,john.smith_5217@example.com,50,East,73727,Sydney
Bob smIth,bob.smith_3068@example.com,23,West,34214,Mumbai
AliCe joNeS,alice.jones_4165@example.com,47,South,82198,New York
anna sMiTh,anna.smith_7929@example.com,36,North,96590,Sydney
MiKE mIlLEr,mike.miller_8592@example.com,56,,32854,London
JoHn JoHNsOn,john.johnson_5687@example.com,36,East,40279 USD,Bangalore
ANnA JoNes,anna.jones_8907@example.com,54 years,West,31127 USD,London
cHRIs smiTH,chris.smith_7901@example.com,22,West,30576 USD,Tokyo
eMiLy SmITH,emily.smith_4477@example.com,33,,100457,London
Emily gArCIa,emily.garcia_6275@example.com,59,,76214,New York
JOhn DAvIs,john.davis_8503@example.com,48,,42095,New York
Mike BrOwn,mike.brown_5764@example.com,51,East,65928,London
MIke WILLIAMs,mike.williams_9963@example.com,50 years,East,75424,New York
mIKE dAViS,mike.davis_9668@example.com,18 years,,"$44,612",London
MIKe sMith,mike.smith_4487@example.com,55,North,62845,New York
aNna milLer,anna.miller_9104@example.com,26,West,118889,Berlin
anna davis,anna.davis_7452@example.com,47,North,114840,London
jOhN GaRciA,john.garcia_1445@example.com,43,West,38450,Tokyo
AliCe SMITH,alice.smith_7091@example.com,45,North,59051,Tokyo
mike johNson,mike.johnson_8584@example.com,58,,65470 USD,Mumbai
jaNe brown,jane.brown_5595@example.com,33,West,30400,Berlin
jOhN GArCiA,john.garcia_5545@example.com,46 years,West,118815,Toronto
miKe williAms,mike.williams_5458@example.com,52,East,95581,Sydney
AlIcE sMItH,alice.smith_1719@example.com,35,East,116025 USD,Berlin
Bob MILleR,bob.miller_9233@example.com,49,,64865,Tokyo
joHN GarCIa,john.garcia_1038@example.com,37,South,51970,Sydney
Anna JOHnsON,anna.johnson_6932@example.com,20,East,94107 USD,Sydney
bOb GArciA,bob.garcia_4271@example.com,51,South,61623,London
MiKe WiLliamS,mike.williams_3296@example.com,50,,66382,Sydney
anna GaRCiA,anna.garcia_6847@example.com,23,North,45968,New York
mIKE SmItH,mike.smith_5683@example.com,56,East,44398,New York
jOhn BRowN,john.brown_5000@example.com,48,South,105393,Sydney
Bob SmITH,bob.smith_5643@example.com,43,North,61242,Sydney
John johnsoN,john.johnson_8052@example.com,39,East,69499,London
AlICe BRowN,alice.brown_7821@example.com,47,East,64645,New York
JoHn johnsON,john.johnson_5779@example.com,23,West,88700,Mumbai
AlIce SmITh,alice.smith_7677@example.com,38,,83665,Tokyo
ANna GARcia,anna.garcia_6576@example.com,35,,110838,Tokyo
CHRIs GarCIa,chris.garcia_8988@example.com,49,North,85597,Berlin
JanE WilLIAMs,jane.williams_1291@example.com,51 years,South,72578,Mumbai
chRis MIller,chris.miller_9614@example.com,44,,79953,Sydney
jAnE JOhnsON,jane.johnson_6020@example.com,23,East,47429,Bangalore
JOhn gaRcIa,john.garcia_9383@example.com,30,,59848,Toronto
jOhn DAvIS,john.davis_5463@example.com,30,West,109971,New York
boB joHnsOn,bob.johnson_7407@example.com,19,,79603,Toronto
JaNe WIlLiaMS,jane.williams_3960@example.com,40,,114393,New York
Anna JOneS,anna.jones_4835@example.com,44,,108572,Tokyo
AnNA jOHnSON,anna.johnson_4898@example.com,20,South,83651,Mumbai
JoHN SmIth,john.smith_6379@example.com,37,,88982,London
CHrIs BRowN,chris.brown_4583@example.com,32,,43316,London
BoB WilLiamS,bob.williams_2669@example.com,58,,114444,London
EMIlY JoHnSon,emily.johnson_3271@example.com,21,,62439,Bangalore
Bob garcia,bob.garcia_5673@example.com,41,South,42720,Sydney
bob johNsoN,bob.johnson_3051@example.com,40,North,72868,Sydney
eMiLy JOHNSOn,emily.johnson_5428@example.com,33,,56582,Tokyo
BoB sMith,bob.smith_2121@example.com,36,East,67447,Tokyo
john millER,john.miller_5193@example.com,59,East,102698,Berlin
aNna JOhNson,anna.johnson_5825@example.com,59 years,,97993,Berlin
EMiLY WillIAMS,emily.williams_3509@example.com,59,East,74702,London
aNNa WiLlIams,anna.williams_6122@example.com,28,North,116783,Mumbai
aNna BRoWN,anna.brown_7674@example.com,40,East,77516,Toronto
chris MiLLER,chris.miller_5540@example.com,36,,100161,Toronto
AnNA MILLEr,anna.miller_9953@example.com,60,,81018,London
aNnA jonES,anna.jones_3555@example.com,23,North,56017 USD,Tokyo
bOB wIlLiams,bob.williams_1165@example.com,21,North,34003,Toronto
aNnA DaViS,anna.davis_6182@example.com,41,,115451,Berlin
mIke SMItH,mike.smith_2667@example.com,23 years,West,53411,Toronto
jAnE smitH,jane.smith_6569@example.com,49,West,62808,Sydney
cHrIs mILler,chris.miller_4000@example.com,46,,74538,Toronto
annA sMiTh,anna.smith_8087@example.com,55,South,33259,New York
JOhN dAvis,john.davis_8043@example.com,38,,81735,Sydney
JanE MILler,jane.miller_8366@example.com,29,South,116712,New York
ALice dAvIS,alice.davis_9095@example.com,22,North,"$61,110",London
Anna JOHnsON,anna.johnson_1811@example.com,52,,86353,New York
MikE GarCIA,mike.garcia_7147@example.com,24,,116317,Bangalore
AlicE brOwn,alice.brown_2794@example.com,43,,40968,Sydney
cHriS gARCia,chris.garcia_6324@example.com,49,North,86539,Tokyo
ChrIs MIller,chris.miller_1348@example.com,44,,50648 USD,Berlin
BoB dAvIS,bob.davis_9857@example.com,28,East,119577,Sydney
mIkE daviS,mike.davis_7741@example.com,26,South,37301,New York
aLiCe jOnES,alice.jones_9155@example.com,37,,84057,Toronto
JoHn gARCia,john.garcia_4277@example.com,19,North,85161,Toronto
JAnE wILLiAMs,jane.williams_1849@example.com,56,,81982,Mumbai
JohN DaviS,john.davis_7305@example.com,32,East,110752,London
miKE MILlEr,mike.miller_5513@example.com,35,North,41849,New York
ALIcE JonEs,alice.jones_6097@example.com,30,North,106631,Mumbai
EMIly joNes,emily.jones_9105@example.com,31,,31740,Tokyo
anNA MIlLEr,anna.miller_8223@example.com,59,South,102418,Mumbai
eMIly GArciA,emily.garcia_4035@example.com,57,West,80059,Berlin
eMILY Miller,emily.miller_7582@example.com,26,South,95291,Tokyo
jANe SMiTh,jane.smith_1411@example.com,49,North,81541,London
John johnson,john.johnson_5596@example.com,19,West,64859,Bangalore
emiLy GaRCIa,emily.garcia_3153@example.com,39 years,,100390,London
bOb JOhnsOn,bob.johnson_4218@example.com,43,South,84647,Mumbai
jANE jOHnSon,jane.johnson_8322@example.com,34 years,East,102826,Mumbai
bOb Brown,bob.brown_3192@example.com,60,West,96585,Mumbai
AlIcE GArCia,alice.garcia_7277@example.com,54,,88678 USD,New York
emiLY mILLer,emily.miller_7371@example.com,20,North,77111,Mumbai
ChRiS sMITh,chris.smith_5960@example.com,46,,56263 USD,Berlin
mIke bRowN,mike.brown_6755@example.com,42,,88055,Mumbai
JohN JoNes,john.jones_8028@example.com,43,South,61984,Berlin
BOb bROWN,bob.brown_4728@example.com,53,West,50922,Mumbai
JOhn gArcia,john.garcia_9187@example.com,60,South,96204,New York
ChrIS bRowN,chris.brown_2562@example.com,47,,78256 USD,Berlin
mIkE BRoWn,mike.brown_2412@example.com,25,South,54882,London
EmilY jOHnsOn,emily.johnson_7158@example.com,51,South,102706,Berlin
BoB WillIamS,bob.williams_2576@example.com,39,South,109085,Mumbai
MIKE jonEs,mike.jones_3049@example.com,38,South,58922,London
eMilY jONEs,emily.jones_4066@example.com,20,West,70357,Berlin
ANnA SMITh,anna.smith_2861@example.com,57 years,,68135,New York
John gArCIA,john.garcia_7009@example.com,59,East,87884,London
JOHN gArCiA,john.garcia_6885@example.com,32,,94547,Mumbai
bOB JonEs,bob.jones_1163@example.com,40,South,45227,Mumbai
JOhN JOhNSoN,john.johnson_4836@example.com,57,,73890,Bangalore
eMILY dAvIS,emily.davis_5968@example.com,43 years,East,90842,Berlin
aLICE DaVis,alice.davis_6998@example.com,46,West,31987,New York
JANe mILlEr,jane.miller_1066@example.com,54,,101543,New York
JAnE jonEs,jane.jones_8094@example.com,57,,59646,Tokyo
JohN MIlLEr,john.miller_8708@example.com,40,West,63752,Bangalore
emily MIlLER,emily.miller_4398@example.com,49,South,63150,Tokyo
jANe SmItH,jane.smith_2960@example.com,30,,46157,London
chRIs JohNSoN,chris.johnson_9148@example.com,20,West,82382,London
mIKE GARCIA,mike.garcia_9231@example.com,59,North,101209,London
eMiLy jOHnsON,emily.johnson_9376@example.com,18,South,74097,Mumbai
johN gArCIA,john.garcia_9225@example.com,30,,84015,New York
BoB Jones,bob.jones_2456@example.com,49,,58688,Sydney
MikE jOhnson,mike.johnson_9166@example.com,54,North,32308,Mumbai
johN GArCIa,john.garcia_1008@example.com,33,East,98563,London
ChRIs GaRciA,chris.garcia_2483@example.com,19,South,"$99,615",London
jOhn DaVIS,john.davis_3644@example.com,45,South,106768,Tokyo
emILY BROwn,emily.brown_3697@example.com,59,,115572,Sydney
CHrIS Davis,chris.davis_8189@example.com,47,North,99172,New York
CHrIS jONEs,chris.jones_9007@example.com,34,West,110664,Mumbai
ANNa MIlleR,anna.miller_1914@example.com,59,East,78893,Bangalore
ANNA SmiTh,anna.smith_3280@example.com,38 years,North,72762,Toronto
alICe sMIth,alice.smith_7590@example.com,45 years,,90772,New York
alIcE brOwn,alice.brown_3305@example.com,24,,115762,Mumbai
joHN dAviS,john.davis_3100@example.com,57,East,56504,Tokyo
Mike SMIth,mike.smith_4170@example.com,26,West,89642,Bangalore
emIlY GARCia,emily.garcia_9545@example.com,43,,40840,Tokyo
eMiLY JONeS,emily.jones_4110@example.com,33,,36836,Tokyo
MIKe mIlLeR,mike.miller_9635@example.com,23,,108948,Berlin
EMIly WILLiaMs,emily.williams_6737@example.com,45 years,East,81311,Mumbai
mIKe JoNEs,mike.jones_6777@example.com,22 years,,89550,Tokyo
CHRIS jOhnSoN,chris.johnson_6829@example.com,43,West,112923,Tokyo
joHN GArCiA,john.garcia_2338@example.com,48,East,99687,Tokyo
JAnE dAvIS,jane.davis_4567@example.com,57,West,100737,Berlin
johN JoHNSoN,john.johnson_3713@example.com,55,South,68343,New York
EmILY wIlLiAMs,emily.williams_2169@example.com,53,West,77658 USD,London
AnNA DAvIS,anna.davis_5385@example.com,32,,72993,Mumbai
JohN MIlLER,john.miller_3371@example.com,40,East,"$91,661",Sydney
AnNA gArCIA,anna.garcia_9609@example.com,43,,49629,London
alICE sMitH,alice.smith_4642@example.com,32,West,45083,Sydney
aNna Brown,anna.brown_9570@example.com,31,West,33424,Toronto
emIlY bROWN,emily.brown_5434@example.com,19,South,77137,Sydney
CHRIS sMITh,chris.smith_4300@example.com,41,,112221,Tokyo
ANnA MillEr,anna.miller_8227@example.com,59,,89034,Berlin
BOB JOhnsoN,bob.johnson_2488@example.com,50,West,72990,London
johN dAVIS,john.davis_9600@example.com,18,North,93793,Toronto
CHriS wIlLiAMS,chris.williams_8880@example.com,38,,71443,New York
EMiLY GarCiA,emily.garcia_9363@example.com,25,South,49940,Mumbai
ANna MIller,anna.miller_5735@example.com,47,,52525,Tokyo
anNa SMiTH,anna.smith_8288@example.com,40,North,40757,Berlin
chrIs jOhnSOn,chris.johnson_9740@example.com,31,North,99915,Tokyo
emIly MIlLer,emily.miller_6142@example.com,44 years,,46323,Sydney
aLice jOneS,alice.jones_4889@example.com,40,West,54986,Toronto
mIkE SmItH,mike.smith_7150@example.com,32,North,47352,Bangalore
BOb dAViS,bob.davis_8998@example.com,50,South,48672,Sydney
jOHN DAVIs,john.davis_2652@example.com,20 years,South,"$77,685",London
ALICE wILlIAMS,alice.williams_8484@example.com,19,West,74977,Tokyo
anNa bRown,anna.brown_7655@example.com,57,West,50070,Mumbai
Chris wiLlIAMs,chris.williams_7255@example.com,38,North,67244,London
jANE SmItH,jane.smith_1735@example.com,49,West,"$82,374",Berlin
AnNa SMItH,anna.smith_9639@example.com,53,North,102226,New York
jane JoneS,jane.jones_6842@example.com,39,East,91020,Sydney
cHrIS johnsON,chris.johnson_5467@example.com,24,East,30312,Tokyo
aLice smIth,alice.smith_8173@example.com,30,,104980,Toronto
chris dAVIs,chris.davis_7767@example.com,57,West,72508 USD,Mumbai
Bob joNes,bob.jones_2575@example.com,44,West,107340,London
ANNA GaRCia,anna.garcia_6172@example.com,34,,114509,Tokyo
EmIly mIllEr,emily.miller_6940@example.com,32,East,"$67,284",Berlin
bob gArCia,bob.garcia_4744@example.com,57,,72363,Sydney
BoB BRown,bob.brown_5924@example.com,35,,103941,Toronto
eMilY sMIth,emily.smith_9375@example.com,46,South,33235,London
eMILY WIlLiaMs,emily.williams_4149@example.com,31,,63020,Sydney
MiKe jones,mike.jones_2858@example.com,39,,79651,Toronto
aNNa miLlEr,anna.miller_4530@example.com,46,East,43691,Sydney
john joHnsON,john.johnson_1039@example.com,39,,56734,New York
chrIS sMItH,chris.smith_1527@example.com,53,,33522,Sydney
JoHn johnSon,john.johnson_7551@example.com,44,North,94452,Toronto
jAne DAviS,jane.davis_8320@example.com,44,South,46938,Berlin
jOhn miLlEr,john.miller_3889@example.com,48,East,46647,Sydney
JaNE BrOWn,jane.brown_8066@example.com,60,West,114737,London
AlicE sMith,alice.smith_4156@example.com,44,East,64426,Sydney
BoB gARcIA,bob.garcia_5459@example.com,55,North,52437,New York
JoHn JoHnsOn,john.johnson_8359@example.com,57,,48433,New York
John mIllEr,john.miller_9427@example.com,59,East,89975,London
emilY MILlER,emily.miller_8103@example.com,44,East,118108,London
jANE daViS,jane.davis_6001@example.com,43,,113202,Sydney
EmiLy daViS,emily.davis_3223@example.com,55,East,100216,New York
mikE Smith,mike.smith_7216@example.com,50,East,"$115,735",Sydney
JohN WILliAMs,john.williams_6356@example.com,46,South,99757,New York
mike garcIA,mike.garcia_6569@example.com,34 years,,96095,New York
miKe bROwN,mike.brown_3924@example.com,45 years,,30365,Tokyo
jOhn WilLIAms,john.williams_9870@example.com,43,,"$51,592",Toronto
JoHN millER,john.miller_5617@example.com,49,South,63984 USD,Tokyo
anna willIAMS,anna.williams_3789@example.com,60,East,54317,Sydney
MIkE DAvIs,mike.davis_6333@example.com,50,East,53121 USD,New York
JOHN BROwN,john.brown_1522@example.com,21,South,118693,Sydney
boB joNes,bob.jones_4103@example.com,27,North,113471 USD,Bangalore
alice garCia,alice.garcia_6738@example.com,26,,113390,Berlin
AlIce SMith,alice.smith_8965@example.com,36,,71271,London
aNnA GaRcia,anna.garcia_2268@example.com,51,West,68647,Tokyo
aLICe JohNsoN,alice.johnson_9597@example.com,41,North,102065,Sydney
MIkE Smith,mike.smith_9407@example.com,44,,39774,Sydney
EmiLY joNeS,emily.jones_6665@example.com,32,West,88974,Tokyo
emIly mILLER,emily.miller_1150@example.com,57,West,75116,Tokyo
anna GArciA,anna.garcia_5472@example.com,31,East,99984,Sydney
AnNA DaVIS,anna.davis_3344@example.com,37,South,48799,New York
mIKe Brown,mike.brown_5116@example.com,26,West,61008,Bangalore
mikE GarcIa,mike.garcia_5895@example.com,19 years,West,102265,London
CHrIs mILLeR,chris.miller_2949@example.com,52,,43655,Berlin
AlicE bROWN,alice.brown_9738@example.com,20,West,37651,London
jaNE JOHNsON,jane.johnson_6296@example.com,43,West,110943,Tokyo
AnnA WiLLiaMS,anna.williams_5874@example.com,37,,85107,Sydney
AnNA mILLER,anna.miller_5453@example.com,31,,91681,Sydney
jAnE gaRcIA,jane.garcia_1165@example.com,48,East,91709,London
EMILy SmiTh,emily.smith_2878@example.com,23,East,119767,Mumbai
MIKe sMith,mike.smith_3207@example.com,42,,"$31,265",Mumbai
